DESVEST_S
2.118902982
2.153707266
2.167489909
2.180704481
2.187044457
2.169792302
2.187053925
2.17823819
2.1804945
2.209089336
2.238869909
2.272806589
2.302774145
2.332504091
2.30588617
2.311198169
2.320973955
2.403314802
2.476866221
2.50944294
2.51988364
2.520805137
2.538375572
2.553366549
2.567169387
2.568086645
2.556715462
2.529476542
2.519274137
2.52585549
2.538791528
2.511361477
2.448007728
2.394571755
2.392178725
2.372484467
2.34679023
2.342178071
2.318913138
2.274422223
2.244176055
2.25929664
2.255460199
2.242486259
2.246260139
2.253702608
2.286084771
2.296716402
2.279128987
2.247037778
2.285523813
2.306084131
2.309775267
2.331801697
2.349208696
2.340530675
2.317286357
2.31972984
2.307201279
2.315262838
2.287341595
2.261241462
2.259002615
2.291850549
2.329103151
2.326188514
2.326624627
2.323388513
2.309514076
2.310815834
2.307655458
2.312773318
2.303682273
2.314916642
2.308511532
2.327735102
2.307718995
2.296618982
2.288016179
2.252315263
2.243462207
2.23590347
2.238471918
2.241749553
2.235407461
2.251208022
2.242613066
2.236319083
2.221720867
2.209573961
2.203714962
2.225505284
2.227825074
2.184968658
2.18004788
2.158280663
2.153320807
2.145475294
2.127895841
2.121765151
2.111735657
2.10856727
2.103363027
2.104554263
2.115499906
2.098645123
2.080887339
2.065870888
2.065329522
2.066875481
2.085061481
2.09225051
2.101462369
2.122778322
2.138141684
2.147751963
2.153935989
2.160517085
2.163895342
2.14553145
2.151323025
2.169121472
2.165744847
2.173750848
2.159767136
2.14567529
2.117442816
2.08183946
2.071899894
2.051369579
2.025185051
2.021458148
2.018080662
2.021800371
2.023878259
2.032888438
2.022824007
2.015764829
1.997435718
1.97584095
1.948537471
1.926352291
1.921364805
1.923386605
1.918765195
1.921435118
1.918210041
1.92008009
1.894723076
1.893652006
1.876190406
1.874539984
1.897703098
1.894240808
1.912030534
1.964395572
1.974986221
1.982701039
1.972841566
1.991585301
1.986216528
2.009864825
2.01643453
2.031800421
2.038670961
2.054905999
2.073888057
2.084326872
2.0982709
2.138871636
2.131292233
2.153368611
2.169917345
2.179912413
2.19530899
2.221111269
2.181312452
2.160482366
2.191590959
2.202194844
2.199209099
2.206073551
2.211469773
2.210574628
2.199025128
2.174039747
2.182792818
2.18962195
2.191459845
2.174609732
2.166906748
2.171716926
2.18122608
2.158343092
2.146343913
2.139241439
2.175088733
2.16411484
2.181256348
2.156883124
2.157370271
2.170118594
2.15861536
2.149407729
2.145678359
2.133904345
2.154981721
2.167884005
2.163938765
2.169710856
2.186368173
2.136279968
2.108676483
2.101474061
2.087434248
2.087678306
2.049841851
2.045348586
2.048002575
2.041642081
2.070938707
2.078128235
2.064144515
2.051695289
2.047288399
2.017738527
2.037972762
2.067066847
2.064212414
2.100638085
2.124336384
2.145184813
2.15585262
2.173340382
2.17567688
2.153399743
2.134691681
2.133487332
2.129163215
2.119894878
2.173602677
2.173831165
2.16397056
2.144688637
2.122687497
2.121141212
2.134083923
2.156286776
2.154101135
2.16317617
2.216961822
2.243666069
2.244633286
2.26751273
2.283243802
2.267859986
2.267822119
2.28431804
2.294293795
2.319003951
2.32138527
2.277043019
2.231924697
2.205510741
2.209846163
2.196112854
2.176651752
2.184515702
2.166240844
2.166548956
2.153401471
2.129903848
2.104124014
2.11362179
2.076107626
2.07312485
2.153139751
2.217368451
2.24392577
2.227428036
2.191722856
2.187389929
2.198930607
2.232925309
2.258419525
2.275579098
2.287911882
2.323050847
2.370384117
2.418717398
2.395930552
2.347554977
2.309936515
2.283201298
2.263882181
2.269125523
2.253069896
2.263118946
2.218727675
2.179095946
2.127297937
2.113314663
2.127201677
2.083325769
2.035546815
2.028354294
2.010167803
2.012116821
2.062787129
2.130489277
2.121997504
2.127342003
2.11809088
2.10603021
2.093233356
2.110935171
2.108700755
2.061881297
2.11069324
2.123940034
2.138218853
2.145326114
2.132785916
2.121637058
2.066966348
2.095045536
2.114206959
2.091061976
2.103272806
2.13071531
2.146368796
2.133192127
2.139404171
2.083962219
2.064983893
2.060968945
2.078500281
2.070241331
2.035584115
2.051178605
2.012636737
1.98590967
1.982673355
1.999701928
2.006055853
1.991547763
2.014189741
2.058776902
2.087884952
2.151243871
2.22105554
2.202130541
2.195157148
2.176937353
2.16350916
2.182141517
2.219539091
2.247925294
2.253575589
2.242949899
2.242290595
2.243397109
2.1832984
2.172404033
2.145586703
2.111998811
