PROM_S
33.26904473
33.20831026
33.16418597
33.16051365
33.15837147
33.18460499
33.1590306
33.14629991
33.10312665
33.08016996
33.05813606
33.02510405
33.00177072
32.97499294
32.95499294
32.93402072
32.93873823
32.93897363
32.89875706
32.84839925
32.80772128
32.79007345
32.76913748
32.7819774
32.78893409
32.79874576
32.81344444
32.83288889
32.84511111
32.88511111
32.904
32.91761111
32.91372222
32.92927778
32.92427778
32.93538889
32.95638889
32.9795
32.98483333
32.98138889
32.98305556
32.96361111
32.93583333
32.94972222
32.92763183
32.91082392
32.89814501
32.89614878
32.87165725
32.88678908
32.87678908
32.8740113
32.86734463
32.87623352
32.88567797
32.90623352
32.93845574
32.9590113
32.94234463
32.93749058
32.95985405
32.96832863
32.97962806
32.99544727
32.99293996
32.97975989
32.97341889
32.97221199
32.98243798
32.9813457
32.96513102
32.93539467
32.90718375
32.8857054
32.84875154
32.82299825
32.82525813
32.84503214
32.85576661
32.87273719
32.90740503
32.93012079
32.94146893
32.93864407
32.93525424
32.94090395
32.96519774
32.99570621
33.02112994
33.05043055
33.05712254
33.05601143
33.03487593
33.03519083
33.02746276
33.02180378
33.01855288
33.02701819
33.02775914
33.07057458
33.08725066
33.11213767
33.13984012
33.14811695
33.16271465
33.16078324
33.17227687
33.21970856
33.24867031
33.26998179
33.27653916
33.29074681
33.28473588
33.28582878
33.24581967
33.22697632
33.20295993
33.18330601
33.19459016
33.1873224
33.21519126
33.22341985
33.21697177
33.22462204
33.25631603
33.26341985
33.26178051
33.28090619
33.30768215
33.36287341
33.41533242
33.46833789
33.51806466
33.55413024
33.63172587
33.69729964
33.74644809
33.76666667
33.79945355
33.81748634
33.86830601
33.93005464
33.98415301
34.03169399
34.05202186
34.0842623
34.09138434
34.11127505
34.11564663
34.11728597
34.10253188
34.12083789
34.14324226
34.17602914
34.20608379
34.19952641
34.20116576
34.19679417
34.19570128
34.19176685
34.20761384
34.22508197
34.2404918
34.28584699
34.30060109
34.30989071
34.30021858
34.31606557
34.31879781
34.30459016
34.33519126
34.35377049
34.35923497
34.36360656
34.37398907
34.37409836
34.40579235
34.4136612
34.38360656
34.36994536
34.38087432
34.39142532
34.39115209
34.39825592
34.41082423
34.42284608
34.40590619
34.42831056
34.44962204
34.48350182
34.49978597
34.50525046
34.50852914
34.53913024
34.5489663
34.55607013
34.55218579
34.55027322
34.56010929
34.58907104
34.60491803
34.63278689
34.6295082
34.65355191
34.63661202
34.61857923
34.61857923
34.6284153
34.65464481
34.71256831
34.76174863
34.81147541
34.84371585
34.85464481
34.87322404
34.84983607
34.85624772
34.87340619
34.84007286
34.85100182
34.85701275
34.84083789
34.82499089
34.81209472
34.76564663
34.72575592
34.69132969
34.67930783
34.64816029
34.61482696
34.58684882
34.56513661
34.54032787
34.51737705
34.49825137
34.49661202
34.47204918
34.4648725
34.43002732
34.42521858
34.3913388
34.36128415
34.33122951
34.33122951
34.28125683
34.24928962
34.20155738
34.17483607
34.15393443
34.13212204
34.07990893
34.0576867
34.03824226
34.02490893
33.96840164
33.94741803
33.93922313
33.93051639
33.92872222
33.95122222
33.96288889
34.00011111
34.03566667
34.06455556
34.07344444
34.11677778
34.12844444
34.14566667
34.15955556
34.17705556
34.20261111
34.20777778
34.22055556
34.20805556
34.23361111
34.24972222
34.2125
34.19632298
34.22695386
34.2531403
34.26647363
34.29536252
34.31869586
34.33925141
34.37147363
34.37036252
34.42341808
34.46730697
34.48091808
34.47452919
34.52675141
34.58230697
34.60126177
34.59229755
34.60333333
34.59194444
34.60472222
34.59638889
34.61472222
34.65194444
34.70138889
34.68361111
34.65583333
34.68638889
34.69842279
34.69231168
34.71064501
34.70675612
34.7170339
34.6970339
34.72647834
34.75758945
34.78758945
34.78647834
34.7770339
34.75036723
34.7420339
34.73092279
34.68214501
34.66622222
34.62288889
34.58665537
34.56554426
34.52693315
34.52082203
34.48332203
34.42554426
34.37443315
34.31943315
34.2649887
34.20109981
34.16443315
34.14443315
34.11765537
34.10487759
34.08876648
34.05027778
34.0275
34.0125
33.96916667
33.94010829
33.92631356
33.89742467
33.86631356
33.855758
33.855758
33.84964689
33.81409134
33.79964689
33.75686911
33.73548023
33.72909134
33.71288606
33.67733051
33.64788606
33.615
33.55712806
33.52323917
33.49879473
33.46268362
33.43823917
33.38879473
33.37546139
33.3565725
33.33946139
33.30640584
